ave_flot_air_flow,ave_flot_level,iron_feed,starch_flow,amina_flow,ore_pulp_flow,ore_pulp_pH,ore_pulp_density
-2.057643511189517,-1.279568762597074,-0.8832095138510795,-2.083595558058637,0.46827458261680804,-0.26742040827846386,0.2754550431811392,1.4628597220055484
-2.0200774440169997,-0.10819441449935051,-0.9463110731932183,1.9913044022216941,0.9763043132960023,-0.41015487352191027,1.6598176664527688,0.1022940434071763
-2.047142174926769,1.619851782768481,-1.4546291901160353,-0.30726172438610533,-2.229861741100018,-0.34764205578147617,0.854740394196584,-1.166216148321394
-2.052226749136524,-2.0751450880209386,-0.8832095138510795,0.9706112132622006,0.022675576397727826,1.3234033385497417,-0.5501411322425493,0.9617139879687259
0.6201342295687526,0.6184969905613127,-0.03309128382496034,-0.003672316513789504,0.8884646452486555,-1.1795029821043705,1.1528875475909675,0.7666941214701183
0.6042310693528253,-0.11097762973598982,1.1185121741692612,-1.1506478090487517,-0.06836131395976679,-0.7959673525830946,0.33630907915266567,-1.0951458965192478
0.6009588859850751,-0.6140133245044115,-0.872692587294036,0.3241819086202343,0.6334874424666663,0.13331159769030115,-0.34295390834164596,0.2882618979617921
0.63892384479307,-1.1000817909475724,-0.6606012350607292,-0.21810144097613487,0.9713925265141924,-0.36227616565205856,0.4593516227582329,0.06883634522231667
-0.749847777902914,0.13591957144032424,-0.03309128382496034,2.112144494984382,1.3927502315356783,-0.005790287088756048,2.5281230155393057,0.6119423963401209
0.6003591434630914,-0.7891868420838747,-0.2890031633791934,0.9679007608308283,-1.7788429417092815,-0.2519365340493143,0.5326966403155493,-0.8577189785515994
-2.05232998471737,0.842505447767115,0.320978576928175,0.44915569934808136,-0.11031972415669891,1.6455678184762539,0.3771346393183636,-0.15761286484065212
-2.046154633417721,-1.4440363640558018,1.1185121741692612,0.4837147663622581,-0.22542783654544607,-0.3945736980302382,-0.6000360833309674,0.5460896863176808
-0.7233866349665553,0.3587881052236142,1.1185121741692612,0.4975754736173387,-0.10229888678190409,0.9603269211436875,0.546314597756403,-1.5385564951460735
0.6074784051882185,0.11454365315524684,1.1185121741692612,-0.23380307187806293,0.44491611414534693,0.8794144346770636,0.2738591116001513,-0.6462725983544753
0.6141121047186173,0.6251020754224311,-1.6544507946995326,-0.7554269874907628,-0.9895610510652136,1.4619279025046976,0.03310621060467898,-2.220280296373444
0.5978187790839408,-0.5886463842302316,-1.3669881354741653,0.5100819064319637,1.67154838597123,-0.9253261376170542,-0.5089199619385696,1.2239335363567834
0.5922149210284039,-0.8776654676508483,-0.3258124063287553,-1.4776744272144795,-0.678412543434188,0.9233848751721451,0.17777164148126537,-2.086143783888529
0.586566988183339,-0.5997062089874867,-1.0006485270711942,-1.2512435333588243,0.20699780025911602,0.18664566300714008,-0.5890443159580953,0.3917226491329082
-0.7222574033622924,1.5864979019278942,1.1185121741692612,0.49779621528438806,-0.8682957210265724,-0.8716871950113098,-0.21041178104045416,-0.4628757227655261
0.6222100338341051,2.731612155068787,1.1185121741692612,0.3404874792640739,-1.610294867428962,0.3756014712829006,1.0816891235650603,-0.5128885400030644
-0.2807484044692932,-1.143436705626284,-0.03309128382496034,-1.3415852723045751,1.1012051927798063,-0.7473102346144562,0.7096711825592248,0.44248115180100506
0.5423017748549999,0.3890507346039636,-0.5046001577981507,1.246111437557928,-1.049523911375761,-0.8085775961953318,0.8338019390668542,-0.9566164958850378
-2.0093675659648373,-0.5643673118062937,1.1185121741692612,1.794102195555592,0.5367030862348797,3.643753556082467,0.9534350529358454,0.6469377181889058
-0.6842560606676414,1.626501459593024,1.1185121741692612,-0.339224838523448,-0.9282639874861986,-0.32225939978752477,-0.4703899666531828,-0.47392224581584097
0.6147742618754566,-0.6138148201194588,1.1185121741692612,0.63317283624889,0.8585105890863487,-1.2035428806767055,0.43415665335946907,-0.10630835347602506
0.6160349783384188,-0.8640344114139421,1.1185121741692612,0.7663989913805761,1.0492877549506001,0.35460710222470093,1.0637270551818925,0.20366100916353433
0.6383374134491263,0.3505395634948285,1.1185121741692612,-0.5179137384695105,0.0029753117104509346,-0.15533584070240955,-0.3409308242194393,-0.5901002615239745
-2.0896653248037733,-0.6110514938338002,-0.2171374985728781,0.6456951301724361,-0.10597240798847071,-0.1111480940546597,-1.535008581242577,-0.1480249972543696
0.6207179986771029,-1.1038824236838658,-1.5562928135005942,-1.2656970818442073,1.5111280343758289,-0.5968241021301497,-0.7733365056735315,1.205800181423095
-2.039178392905601,-0.6032193184655303,-0.17506979234479633,1.1583997494878946,-0.07051948299770347,-0.21522801110716241,0.9696983919067113,0.4228913976375333
-0.7498949586340025,1.6011114393328463,1.1185121741692612,-0.40024662238847436,-1.6781054462267875,0.9109659907098343,-0.3423403515997327,-1.5210721639071396
